"Landia",47,0,0,6,682,"landia.world","karma-gap",0,0,"","['twitter:landiaregen']","fund:0 recency:682d grants:6 src:1"
"EVMcrispr",47,14932,0,7,682,"","giveth",0,0,"","[':']","fund:14932 recency:682d grants:7 src:1"
"FORK FOREST",47,0,0,7,524,"forkdaogov.xyz","karma-gap",0,0,"","['twitter:forkdaoes']","fund:0 recency:524d grants:7 src:1"
"WebHash",47,23628,0,7,517,"","giveth",0,0,"","[':']","fund:23628 recency:517d grants:7 src:1"
"Public Nouns Operations",47,17133,0,5,470,"","giveth",0,0,"","[':']","fund:17133 recency:470d grants:5 src:1"
"ApeWorX",47,0,0,5,537,"apeworx.io","karma-gap",0,0,"","['twitter:apeframework']","fund:0 recency:537d grants:5 src:1"
"Layer3",47,11027,0,2,981,"","giveth,hypercerts",0,0,"","[':']","fund:11027 recency:981d grants:2 src:2"
"Carmine Finance",47,0,0,5,682,"carmine.finance","karma-gap",0,0,"","['twitter:carmineoptions']","fund:0 recency:682d grants:5 src:1"
"PizzaDAO",47,0,0,5,612,"","karma-gap",0,0,"","[':']","fund:0 recency:612d grants:5 src:1"
"MesoReefDAO ~ Regenerating Reef Conservation with DeSci Web3 tools",47,0,0,20,534,"","karma-gap",0,0,"","[':']","fund:0 recency:534d grants:20 src:1"
"Chatafisha",47,0,0,11,533,"chatafisha.com","karma-gap",0,0,"","['twitter:chatafisha']","fund:0 recency:533d grants:11 src:1"
"GrowThePie",47,35000,0,14,533,"growthepie.xyz","karma-gap",0,0,"","['email:contact@growthepie.com','email:contact@growthepie.com','twitter:growthepie_eth','email:contact@growthepie.com']","fund:35000 recency:533d grants:14 src:1"
"eth.limo",47,30485,0,8,534,"","giveth",0,0,"","[':']","fund:30485 recency:534d grants:8 src:1"
"TEC Alpha",47,0,0,6,505,"hub.xyz","karma-gap",0,0,"","['email:hello@hub.xyz','email:hello@hub.xyz','twitter:astroguysdao','email:hello@hub.xyz']","fund:0 recency:505d grants:6 src:1"
"BetOracle",47,0,0,3,180,"","karma-gap",0,0,"","[':']","fund:0 recency:180d grants:3 src:1"
"ReFi Cape Town",47,0,0,5,533,"reficapetown.co.za","karma-gap",0,0,"","['twitter:reficapetown']","fund:0 recency:533d grants:5 src:1"
"Kokonut Onchain Network",47,0,0,12,470,"kokonut.network","karma-gap",0,0,"","['github:wasalo']","fund:0 recency:470d grants:12 src:1"
"Vyper",47,35169,0,7,447,"","giveth",0,0,"","[':']","fund:35169 recency:447d grants:7 src:1"
"LunCo: complex systems design",47,0,0,12,534,"lunco.space","karma-gap",0,0,"","['email:contacts@lunco.space','email:contacts@lunco.space','github:luncosim','twitter:luncosim','email:contacts@lunco.space']","fund:0 recency:534d grants:12 src:1"
"Lucred",47,400000,0,3,280,"","karma-gap",0,0,"","[':']","fund:400000 recency:280d grants:3 src:1"
"AsteriskDAO",47,0,0,6,533,"asteriskdao.xyz","karma-gap",0,0,"","['twitter:asteriskdao']","fund:0 recency:533d grants:6 src:1"
"Kernel",47,0,0,6,598,"kernel.community","karma-gap",0,0,"","['twitter:body_by_onio']","fund:0 recency:598d grants:6 src:1"
"Project Merlin",47,75000,0,2,279,"projectmerlin.io","karma-gap",0,0,"","['twitter:projectmerlinio']","fund:75000 recency:279d grants:2 src:1"
"Latina Blockchain Hackathon",47,5000,0,3,825,"hiwomenbiz.com","karma-gap",0,0,"","['twitter:hiwomenbiz']","fund:5000 recency:825d grants:3 src:1"
"Towards Symbiocracy",47,0,0,5,524,"kumu.io","karma-gap",0,0,"","['email:name@company.com','email:support@kumu.io','email:name@company.com','email:support@kumu.io','twitter:symbioorg','email:name@company.com','email:support@kumu.io']","fund:0 recency:524d grants:5 src:1"
"Meg Rivers Regen Citizen",47,0,0,5,682,"bloomnetwork.earth","karma-gap",0,0,"","['email:community@bloomnetwork.earth','email:community@bloomnetwork.earth','twitter:ourbloomnetwork','email:community@bloomnetwork.earth']","fund:0 recency:682d grants:5 src:1"
"PollPal",47,0,0,11,517,"luckybet.pink","karma-gap",0,0,"","['twitter:arattalabs']","fund:0 recency:517d grants:11 src:1"
"ReFi Phangan - Land, Community & Web3 Impact",47,0,0,10,494,"","karma-gap",0,0,"","[':']","fund:0 recency:494d grants:10 src:1"
"Earthist Seeds for Regeneration",47,0,0,15,517,"earthist.network","karma-gap",0,0,"","['email:regen@earthist.network','email:regen@earthist.network','github:orgs','twitter:earthistdao','email:regen@earthist.network']","fund:0 recency:517d grants:15 src:1"
"MetaGov",47,0,0,12,542,"metagov.org","karma-gap",0,0,"","[':']","fund:0 recency:542d grants:12 src:1"
"zenbit.eth",47,0,0,8,682,"badges.zenbit.mx","karma-gap",0,0,"","['twitter:kolektivolabs']","fund:0 recency:682d grants:8 src:1"
"Praise",47,0,0,18,638,"givepraise.xyz","karma-gap",0,0,"","[':']","fund:0 recency:638d grants:18 src:1"
"Web3beach",47,0,0,6,713,"web3beach.io","karma-gap",0,0,"","['twitter:carlosjmelgar']","fund:0 recency:713d grants:6 src:1"
"BÚAN_fund",47,0,0,5,532,"ethereumlocalism.xyz","karma-gap",0,0,"","['email:etherealforest.eth@protonmail.com','email:etherealforest.eth@protonmail.com','twitter:desciresearch','email:etherealforest.eth@protonmail.com']","fund:0 recency:532d grants:5 src:1"
"Pairwise",47,0,0,14,533,"pairwise.vote","karma-gap",0,0,"","['twitter:pairwisevote']","fund:0 recency:533d grants:14 src:1"
"Project OSISI",47,0,0,11,524,"osisi.earth","karma-gap",0,0,"","['twitter:refilagos01']","fund:0 recency:524d grants:11 src:1"
"Ama Earth Group",47,0,0,7,682,"","karma-gap",0,0,"","[':']","fund:0 recency:682d grants:7 src:1"
"Trustful",47,0,0,6,682,"blockful.io","karma-gap",0,0,"","['twitter:blockful_io']","fund:0 recency:682d grants:6 src:1"
"$EARTH - Oss",47,0,0,19,537,"solarpunkdao.earth","karma-gap",0,0,"","['twitter:so']","fund:0 recency:537d grants:19 src:1"
"BrightID",47,0,0,8,535,"brightid.org","karma-gap",0,0,"","[':']","fund:0 recency:535d grants:8 src:1"
"ReFi Prague",47,0,0,23,470,"refidao.com","karma-gap",0,0,"","['twitter:daliborcerny']","fund:0 recency:470d grants:23 src:1"
"Protocol Guild",47,30208,0,11,441,"","giveth",0,0,"","[':']","fund:30208 recency:441d grants:11 src:1"
"RegenBuild",47,0,0,7,682,"regenbuild.earth","karma-gap",0,0,"","['twitter:regen_earthsoul']","fund:0 recency:682d grants:7 src:1"
"Pacific Islands Regional Oceanscape Program - Republic of the Marshall Islands",46,6750000,0,1,20713,"","worldbank",0,0,"","[':']","fund:6750000 recency:20713d grants:1 src:1"
"Climate-Resilient and Inclusive Livelihoods Project (ProClimat Congo)",46,70000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:70000000 recency:20713d grants:1 src:1"
"BR Sergipe Water",46,70275000,0,1,20713,"","worldbank",0,0,"","[':']","fund:70275000 recency:20713d grants:1 src:1"
"Flow",46,5000,0,1,90,"trenchverse.com","karma-gap",0,0,"","['twitter:trench_verse']","fund:5000 recency:90d grants:1 src:1"
"web3radio",46,0,0,3,537,"radio.spaghett-eth.com","karma-gap",0,0,"","['twitter:spaghetteth']","fund:0 recency:537d grants:3 src:1"
"DJ-Rural Community Development and Water Mobilization Project (PRODERMO)",46,5830000,0,1,20713,"","worldbank",0,0,"","[':']","fund:5830000 recency:20713d grants:1 src:1"
"Integrated Water Management and Development Project",46,280000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:280000000 recency:20713d grants:1 src:1"
"Strengthening Entrepreneurship in Productive Forest Landscapes",46,56000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:56000000 recency:20713d grants:1 src:1"
"EAS Pulse",46,3523,0,3,533,"","giveth",0,0,"","[':']","fund:3523 recency:533d grants:3 src:1"
"xToken Terminal and Gamma Strategies",46,900000,0,1,892,"","karma-gap",0,0,"","[':']","fund:900000 recency:892d grants:1 src:1"
"Balaio",46,4500,0,1,86,"usebalaio.com","karma-gap",0,0,"","[':']","fund:4500 recency:86d grants:1 src:1"
"Gaia Gives",46,14443,0,1,20713,"","giveth",0,0,"","[':']","fund:14443 recency:20713d grants:1 src:1"
"Montenegro Forest for Shared Prosperity",46,21500000,0,1,20713,"","worldbank",0,0,"","[':']","fund:21500000 recency:20713d grants:1 src:1"
"Reforestation on Degraded Land in Northwest Guangxi",46,5520000,0,1,20713,"","worldbank",0,0,"","[':']","fund:5520000 recency:20713d grants:1 src:1"
"Liberia Forest Economy Project (LiFE-P)",46,40000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:40000000 recency:20713d grants:1 src:1"
"Türkiye Water Circularity and Efficiency Improvement Project",46,434596512,0,1,20713,"","worldbank",0,0,"","[':']","fund:434596512 recency:20713d grants:1 src:1"
"Communal Climate Action and Landscape Management Project",46,113000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:113000000 recency:20713d grants:1 src:1"
"Blue Capital for Prosperity and Climate Resilience",46,10000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:10000000 recency:20713d grants:1 src:1"
"Second Climate Change DPO",46,50000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:50000000 recency:20713d grants:1 src:1"
"Abracadabra Money",46,800000,0,1,892,"abracadabra.money","karma-gap",0,0,"","['twitter:mim_spell']","fund:800000 recency:892d grants:1 src:1"
"Mali Water Security Project",46,100000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:100000000 recency:20713d grants:1 src:1"
"BI - Agro-Pastoral Productivity and Markets Development Project",46,43000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:43000000 recency:20713d grants:1 src:1"
"MP FORESTRY",46,58000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:58000000 recency:20713d grants:1 src:1"
"Second Community Action for Landscape Management Program for Results",46,200000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:200000000 recency:20713d grants:1 src:1"
"Forest Sector Development Project Additional Financing",46,30000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:30000000 recency:20713d grants:1 src:1"
"Ecosystem Conservation and Management",46,45000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:45000000 recency:20713d grants:1 src:1"
"Bolivia Resilient Water Management for Community and Household Irrigation Project",46,150000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:150000000 recency:20713d grants:1 src:1"
"Karma",46,0,0,13,318,"karmahq.xyz","curated,karma-gap",0,0,"","['email:info@karmahq.xyz','email:info@karmahq.xyz','email:info@karmahq.xyz']","fund:0 recency:318d grants:13 src:2"
"Community Action Program",46,35000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:35000000 recency:20713d grants:1 src:1"
"Malawi Watershed Services Improvement Project",46,157000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:157000000 recency:20713d grants:1 src:1"
"Raptor",46,800000,0,1,892,"","karma-gap",0,0,"","[':']","fund:800000 recency:892d grants:1 src:1"
"Liquity Protocol",46,250000,0,1,892,"liquity.org","karma-gap",0,0,"","['email:contact@liquity.org','email:contact@liquity.org','github:liquity','twitter:liquityprotocol','email:contact@liquity.org']","fund:250000 recency:892d grants:1 src:1"
"Pacific Islands Regional Oceanscape Program - Federated States of Micronesia",46,5500000,0,1,20713,"","worldbank",0,0,"","[':']","fund:5500000 recency:20713d grants:1 src:1"
"Zambia Integrated Forest Landscape Project",46,17000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:17000000 recency:20713d grants:1 src:1"
"WePiggy",46,300000,0,1,892,"wepiggy.com","karma-gap",0,0,"","['twitter:wepiggydotcom']","fund:300000 recency:892d grants:1 src:1"
"Pacific Islands Regional Oceanscape Program - Pacific Islands Forum Fisheries Agency",46,3970000,0,1,20713,"","worldbank",0,0,"","[':']","fund:3970000 recency:20713d grants:1 src:1"
"Inclusive Partnerships for Agrarian Reform Communities",46,351709792,0,1,20713,"","worldbank",0,0,"","[':']","fund:351709792 recency:20713d grants:1 src:1"
"Urban Water Supply and Sanitation Sector Project",46,15000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:15000000 recency:20713d grants:1 src:1"
"Integrated Water Resources Management in Ten Basins",46,40000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:40000000 recency:20713d grants:1 src:1"
"Baghdad Water Supply and Sewerage Improvement Project",46,150000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:150000000 recency:20713d grants:1 src:1"
"Unicorn.eth",46,1490,0,3,517,"","giveth",0,0,"","[':']","fund:1490 recency:517d grants:3 src:1"
"Clean Energy for Vulnerable Households and Communities Project",46,28000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:28000000 recency:20713d grants:1 src:1"
"Socket",46,500000,0,1,892,"socket.tech","karma-gap",0,0,"","['twitter:socketdottech']","fund:500000 recency:892d grants:1 src:1"
"Sweetspot.wtf",46,365,0,3,533,"sweetspot.wtf","karma-gap",0,0,"","['github:handprotocol','twitter:hand_protocol']","fund:365 recency:533d grants:3 src:1"
"Chain.Love",46,500,0,1,56,"filecoin.chain.love","karma-gap",0,0,"","['email:support@chain.love','email:support@chain.love','email:support@chain.love']","fund:500 recency:56d grants:1 src:1"
"Gelato Network",46,300000,0,1,892,"gelato.network","karma-gap",0,0,"","['twitter:gelatonetwork']","fund:300000 recency:892d grants:1 src:1"
"Helios (HLSP)",46,0,0,8,839,"helios.eco","karma-gap,user-token-list",0,0,"","['email:team@helios.eco','email:team@helios.eco','email:team@helios.eco']","fund:0 recency:839d grants:8 src:2"
"Scaling up Finance for Sustainable Agroforestry in Paraguay",46,100000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:100000000 recency:20713d grants:1 src:1"
"Fostering and Leveraging Opportunities for Water Security Program",46,27400000,0,1,20713,"","worldbank",0,0,"","[':']","fund:27400000 recency:20713d grants:1 src:1"
"PoolTogether",46,550000,0,1,892,"pooltogether.com","karma-gap",0,0,"","['twitter:pooltogether_']","fund:550000 recency:892d grants:1 src:1"
"Agroecology and Sustainable Rural Development in Pernambuco",46,50000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:50000000 recency:20713d grants:1 src:1"
"Paraná Water Security Project",46,186000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:186000000 recency:20713d grants:1 src:1"
"Kenya Watershed Services Improvement Project",46,200000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:200000000 recency:20713d grants:1 src:1"
"Hubei Jingzhou Historic Town Conservation Project",46,100000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:100000000 recency:20713d grants:1 src:1"
"Development Response to Displacement Impacts Project in the Horn of Africa Phase II",46,180000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:180000000 recency:20713d grants:1 src:1"
"SICHUAN GAS DEV & CONSERVATION",46,255000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:255000000 recency:20713d grants:1 src:1"
"0x (Zeroex)",46,300000,0,1,892,"","karma-gap",0,0,"","[':']","fund:300000 recency:892d grants:1 src:1"
"Pacific Islands Regional Oceanscape Program - Second Phase for Economic Resilience",46,18000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:18000000 recency:20713d grants:1 src:1"
"Across Protocol",46,750000,0,1,892,"across.to","karma-gap",0,0,"","['twitter:acrossprotocol']","fund:750000 recency:892d grants:1 src:1"
"Forest Investment Project, phase 2",46,140000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:140000000 recency:20713d grants:1 src:1"
"4th Northwest Mountainous & Forested Areas Development Project (PNO4)",46,41600000,0,1,20713,"","worldbank",0,0,"","[':']","fund:41600000 recency:20713d grants:1 src:1"
"Volcanoes Community Resilience Project",46,50000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:50000000 recency:20713d grants:1 src:1"
"Water Conservation Project II",46,80000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:80000000 recency:20713d grants:1 src:1"
"Ooki Protocol",46,700000,0,1,892,"ooki.cc","karma-gap",0,0,"","['twitter:ookitrade']","fund:700000 recency:892d grants:1 src:1"
"Scaling-up Locally Led Climate Action Program",46,100000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:100000000 recency:20713d grants:1 src:1"
"Pika Protocol",46,900000,0,1,892,"pikaprotocol.com","karma-gap",0,0,"","['twitter:pikaprotocol']","fund:900000 recency:892d grants:1 src:1"
"Sustainable Ecosystem Restoration and Biodiversity Conservation Project",46,100000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:100000000 recency:20713d grants:1 src:1"
"CN-Energy Conservation",46,63000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:63000000 recency:20713d grants:1 src:1"
"Uttarakhand Decentralized Watershed Development II Project",46,121200000,0,1,20713,"","worldbank",0,0,"","[':']","fund:121200000 recency:20713d grants:1 src:1"
"Sustainable Congo Basin Forest Economies",46,385830016,0,1,20713,"","worldbank",0,0,"","[':']","fund:385830016 recency:20713d grants:1 src:1"
"Water Efficiency and Conservation MPA - Uzbekistan National Irrigation and Energy Efficiency Improvement Project (Phase",46,200000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:200000000 recency:20713d grants:1 src:1"
"Ethereum Security QF Matching Pool",46,300660,0,1,20713,"","giveth",0,0,"","[':']","fund:300660 recency:20713d grants:1 src:1"
"WashikaDAO",46,1000,0,3,537,"washikadao.on-fleek.app","karma-gap",0,0,"","['github:neda-labs','twitter:nedalabs']","fund:1000 recency:537d grants:3 src:1"
"Dominica: Strengthening Fiscal and Climate Resilience DPC",46,24000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:24000000 recency:20713d grants:1 src:1"
"Vaquita",46,90000,0,2,409,"vaquita.fi","karma-gap",0,0,"","['twitter:vaquitaprotocol']","fund:90000 recency:409d grants:2 src:1"
"Guinea-Bissau Biodiversity Conservation Project",46,1950000,0,1,20713,"","worldbank",0,0,"","[':']","fund:1950000 recency:20713d grants:1 src:1"
"Development Response to Displacement Impacts Project in the HoA",46,175000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:175000000 recency:20713d grants:1 src:1"
"Sustainable Wildlife and Biodiversity Management Project",46,12000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:12000000 recency:20713d grants:1 src:1"
"Cannon",46,50000,0,2,682,"usecannon.com","karma-gap",0,0,"","['github:usecannon']","fund:50000 recency:682d grants:2 src:1"
"Mozambique Forest Investment Project",46,15000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:15000000 recency:20713d grants:1 src:1"
"Katowice Heat Supply & Conservation Project",46,45000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:45000000 recency:20713d grants:1 src:1"
"Polynomial Protocol",46,900000,0,1,892,"polynomial.fi","karma-gap",0,0,"","['email:jobs@polynomial.fi','email:jobs@polynomial.fi','twitter:polynomialfi','email:jobs@polynomial.fi']","fund:900000 recency:892d grants:1 src:1"
"Pacific Islands Regional Oceanscape Program Forum Fisheries Agency",46,3970000,0,1,20713,"","worldbank",0,0,"","[':']","fund:3970000 recency:20713d grants:1 src:1"
"Immunefi Bug Bounty Program for Protocols building on Optimism",46,250000,0,1,892,"immunefi.com","karma-gap",0,0,"","['email:press@immunefi.com','email:support@immunefi.com','email:team@immunefi.com','email:support@immunefi.com','email:team@immunefi.com','email:press@immunefi.com','email:support@immunefi.com','email:team@immunefi.com','twitter:immunefi','email:press@immunefi.com']","fund:250000 recency:892d grants:1 src:1"
"Integrated Forestry Development Project",46,100000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:100000000 recency:20713d grants:1 src:1"
"Congo: Forest and Econ. Diversification Project",46,10000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:10000000 recency:20713d grants:1 src:1"
"Connext",46,300000,0,1,892,"connext.network","karma-gap",0,0,"","['twitter:connextnetwork']","fund:300000 recency:892d grants:1 src:1"
"Central Asia Water Efficiency Cooperation Project",46,20000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:20000000 recency:20713d grants:1 src:1"
"Pacific Islands Regional Oceanscape Program - Tuvalu",46,7000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:7000000 recency:20713d grants:1 src:1"
"Mexico Forests and Climate Change Project",46,350000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:350000000 recency:20713d grants:1 src:1"
"Symphony Finance",46,250000,0,1,892,"symphony.finance","karma-gap",0,0,"","['twitter:symphonyfinance']","fund:250000 recency:892d grants:1 src:1"
"Aave",46,300000,0,1,892,"aavegrants.org","karma-gap",0,0,"","['email:aavegrants@gmail.com','email:aavegrants@gmail.com','twitter:aavegrants','email:aavegrants@gmail.com']","fund:300000 recency:892d grants:1 src:1"
"Brazil: Espirito Santo Water Security Management Project",46,86100000,0,1,20713,"","worldbank",0,0,"","[':']","fund:86100000 recency:20713d grants:1 src:1"
"BarnBridge",46,600000,0,1,892,"barnbridge.com","karma-gap",0,0,"","['twitter:barn_bridge']","fund:600000 recency:892d grants:1 src:1"
"Harnessing the Potential of Forests and Biodiversity for Sustainable Development in Ecuador",46,40000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:40000000 recency:20713d grants:1 src:1"
"The Gambia Water and Sanitation Project",46,30000000,0,1,20713,"","worldbank",0,0,"","[':']","fund:30000000 recency:20713d grants:1 src:1"
"Pacific Islands Regional Oceanscape Program - Solomon Islands",46,6150000,0,1,20713,"","worldbank",0,0,"","[':']","fund:6150000 recency:20713d grants:1 src:1"
